Question,Answer
카드대금 결제를 했는데 연체라고 나옵니다,"결제대금 입금 후 입금방법에 따라 입금반영 확인까지 일정 기간이 소요됩니다. 따라서 입금 반영이 완료되지 않은 상태에서 홈페이지 및 ARS 조회 서비스 이용 시 이미 결제일이 경과된 것으로 인식되어 일시적으로 연체라고 확인될 수 있습니다. 그러나 해당 결제일에 정상적으로 입금(완납)된 경우 입금 반영과 동시에 입금된 날짜를 기준으로 정상 결제로 적용되고 연체이자 또한 자동으로 소멸되니 안심하셔도 됩니다. 결제 후 입금 반영까지 소요되는 기간은 아래와 같습니다. 1. 지로결제 청구서와 동봉 발송된 지로용지로 결제할 경우 금융결제원을 통해 신한카드로 입금 확인되는 관계로 지역에 따라 지로대금수납일자(D)+2영업일 소요 2. 자동이체 결제 (자동납부)카드사가 금융기관으로부터 카드대금 자동이체 인출 결과를 받아 처리해야 하기 때문에 통장에서 카드대금이 인출된 시점과 카드 한도반영 시점에 차이가 발생하며 제휴 여부에 따른 입금반영은 아래와 같습니다. 1) 제휴 자동이체신한카드와 제휴된 금융기관에 개설된 회원 결제계좌에서 자동이체로 인출된 대금은 최대 입금일+1일 소요※ 제휴 금융기관: 신한, 농협, 국민, 우리, KEB하나, 기업, 스탠다드차타드, 경남, 광주, 대구, 부산, 산업, 새마을금고, 수협, 신협, 한국씨티, 우체국, 전북, 제주, 중앙회 소속 상호저축은행, 신한금투, 유안타증권, 삼성증권 2) 비제휴 자동이체 (금융CMS 자동이체)신한카드와 제휴되지 않은 금융기관에 개설된 회원 결제계좌에서 자동이체로 인출된 대금은 금융결제원을 통해 중계되므로 입금일+1영업일 소요※ 비제휴 금융기관: 산림조합, 제휴 증권사 외 전 증권사, 일부 상호 저축은행, HSBC 등 3. 실시간 즉시결제 고객 결제계좌에서 즉시 결제하는 방법으로 홈페이지/모바일(08시~24시) 또는 고객센터(☎ 1544-7000, 영업일 09시~18시)를 통해 이용 가능하며 결제 완료 후 약 5~10분 후 입금반영 4. 가상계좌 입금 1) 당월 카드대금의 이용대금 명세서 작업이 완료된 이후 가상계좌 입금 시 입금 완료 후 약 5~10분 후 한도 반영2) 당월 카드 이용대금 명세서 작업 전이나 특정 거래를 가상계좌 입금을 통해 선결제 할 경우 반드시 고객센터(☎ 1544-7000)를 통해 결제처리가 완료되어야 한도가 발생 5. 신한은행 창구 결제 신한은행 영업점에서 현금 또는 신한은행 결제계좌에서 카드대금을 즉시 결제하는 방법으로 결제 완료 후 약 5~10분 후 입금 반영 "
결제일에 수표로 입금해도 당일 자동이체 출금이 되나요?,"결제일 당일에 자기앞 수표로 입금하는 경우에 한해 당행 및 타행수표 구분 없이 자동이체 출금 가능합니다. 단, 은행영업시간 이후 입금하는 경우 정상 출금되지 않을 수 있으므로 유의 바랍니다. ※ 즉시결제 시에는 자기앞 수표 입금액에 한해 당일 결제가 가능하며 타행 자기앞 수표 입금 시에는 다음 영업일에 현금화(오후 12시20분 이후)된 이후 결제 가능합니다. "
결제일 이후 입금하면 어떻게 되나요?,결제대금이 지연 입금된 경우 미납금액에 대해 연체일수만큼의 연체료가 가산됩니다. 또한 10만원 이상 결제금액이 5영업일 이상 미납되면 타카드사 및 금융기관으로 미납정보가 공유되어 이로 인해 신한카드사의 카드를 비롯하여 타카드 이용에 불이익이 발생할 수 있습니다. 
카드대금을 결제했는데 자동이체 계좌에서 또 인출되었어요,"카드사는 결제일에 카드대금 자동이체 결제 처리를 위해 제휴금융기관인 경우 결제일에 각 기관으로 자동이체 결제대금 인출요청 정보를 전송(전송시간은 기관별로 다름)하고, 금융기관은 영업시간 이후 카드대금을 인출하고 그 결과를 카드사 앞으로 송부하고 있습니다.(비제휴 금융기관인 경우 금융결제원을 경유하므로 결제일 1영업일 전에 자동이체 인출요청 정보 전송). 따라서 자동이체 인출요청 정보가 전송된 이후에 고객님이 실시간 즉시결제나 가상계좌 입금을 통해 카드대금을 납부하는 경우 이미 은행으로 전송된 자동이체 데이터는 수정이 불가하여 자동이체계좌에 잔고가 있는 경우 카드대금이 자동이체로 다시 인출되는 현상이 발생합니다.자동이체로 이중으로 인출된 카드대금은 입금 확인일 다음날 자동이체계좌로 자동 환불됩니다. 제휴 금융기관 신한, 농협, 국민, 우리, KEB하나, 기업, 스탠다드차타드, 경남, 광주, 대구, 부산, 산업, 새마을금고, 수협, 신협, 한국씨티, 우체국, 전북, 제주, 중앙회 소속 상호저축은행, 신한금투, 유안타증권, 삼성증권비제휴 금융기관 산림조합, 제휴 증권사 외 전 증권사, 일부 상호 저축은행, HSBC 등 "
결제서비스 메뉴로 선결제했는데 결과 확인이 되지 않아요.,"홈페이지/모바일을 통해 이용 금액을 선결제했다면 등록된 계좌에서 즉시 인출되어 바로 확인할 수 있습니다. 다만, 은행 사정에 의해 처리가 지연될 수 있으니 선결제 결과가 즉시 확인되지 않는 경우 30분 정도 지난 후 확인 바라며 홈페이지/모바일 아래 경로를 통해서도 결과를 확인할 수 있으니 참고 바랍니다. 1. 홈페이지 1) 마이페이지 > 카드이용내역 > 이용금액결제 > 결제처리결과조회 2) 마이페이지 > 카드이용내역 > 이용금액결제 > 입금내역조회 2. 모바일 1) 이용금액결제 > 결제처리결과조회 2) 이용금액결제 > 입금내역조회 "
결제대금 미납 시 언제 채권담당자가 배정되나요?,"결제대금 미납 시 연체기간, 연체금액 등에 따라 채권담당자가 배정되며 대략 4~10일 이상 미납 시 담당자가 배정됩니다. 채권 담당자가 배정되기 전까지는 미납금액을 자율적으로 입금하셔도 되며 담당자가 배정된 후에는 담당자와 상의하여 입금해 주시기 바랍니다. "
결제금액보다 더 많이 입금한 경우에는 어떻게 되나요?,"결제대금 입금 시 청구된 금액보다 많은 금액을 입금하였거나 부득이하게 이중으로 입금된 경우 다음과 같이 처리됩니다. 1. 자동이체 입금 확인일 기준 다음날에 자동이체 결제계좌로 환불됩니다. 2. 지로 다음달 결제금액에서 자동 차감되며 신한카드 고객센터(☎ 1544-7000)를 통해 환불 요청 가능합니다. 단, 환불 신청 시 신분증 사본 또는 신분증 진위여부 확인 후 환불 가능합니다. "
결제가 며칠 늦어졌는데 다음달 결제와 같이 입금해도 되나요?,"결제대금이 미납된 경우 연체료가 가산되며, 10만원 이상 결제금액이 은행 영업일 기준으로 5일 이상 미납되면 타 카드사 및 금융기관으로 미납정보가 공유되어 신한카드를 비롯하여 타 카드 이용에도 불이익이 발생할 수 있습니다. 따라서, 채권담당자가 배정된 경우에는 담당자와 상의하실 것을 권유합니다. 담당자 배정은 연체기간, 연체금액 등에 따라 은행 영업일 기준으로 고객님의 결제일로부터 대략 4~10일 정도 경과 후 배정되며, 채권담당자가 배정되기 전까지 미결제 금액은 고객님께서 자율적으로 입금하셔도 됩니다. "
카드 할부대금을 결제일 전에 미리 갚고 싶어요,"이용하신 할부 거래금액은 결제일 이전 언제든지 선결제하실 수 있으며 결제 방법은 다음과 같습니다.1. 실시간 즉시결제고객 결제계좌에서 즉시 결제하는 방법으로 홈페이지/모바일(08시~24시) 또는 고객센터 (☎ 1544-7000, 영업일 9시~18시)를 통해 이용 가능합니다. 1) 홈페이지: 마이페이지 > 카드이용내역 > 이용금액결제 > 이용건별 선결제 2) 모바일: 이용금액결제 > 건별선결제 ※ 이용가능 금융기관: 신한, 농협, 국민, 우리, KEB하나, 기업, 스탠다드차타드, 경남, 광주, 대구, 부산, 산업, 새마을금고, 수협, 신협, 한국씨티, 우체국, 전북, 제주, 신한금융투자, 유안타증권, 삼성증권 2. 가상계좌 입금(송금납부)신한카드에서 고객별로 부여한 입금전용 가상계좌로 카드대금을 입금하여 결제하는 방법으로 가상계좌는 홈페이지/모바일 및 고객센터(☎ 1544-7000)를 통해 부여받을 수 있으며 선결제건을 예약한 후 입금해 주시면 해당 거래로 선결제 처리 됩니다. 참고사항 1. 홈페이지/모바일 및 고객센터를 통한 즉시 선결제는 통장 잔고 내에서 즉시 인출되며 자기앞수표로 입금한 경우 신한은행 자기앞수표 입금액에 한하여 당일 결제가 가능합니다. 다른 은행 자기앞 수표 입금 시에는 다음 영업일에 현금화된 이후 결제가 가능합니다. 2. 가상계좌로 선결제 예약 없이 입금하신 경우 원하는 거래건으로 결제처리 되지 않거나 자동이체 계좌로 자동환불 될 수 있으니 유의하시기 바랍니다. 3. 할부건의 경우 명세서 작업일 이전에 원금을 부분 결제하시면 전체 원금에서 부분 결제분이 차감되어 해당월 월불입금이 청구되고(할부개월수 또는 분납개월수 불변), 명세서 작성 이후에 원금을 부분 결제하시면 해당월 월불입금에서 부분 결제분을 차감한 금액으로 청구됩니다. 4. 유이자할부 상품의 경우 첫 회차 선결제 시 해당 회차 원금에 대한 이자는 감면되며 잔여할부원금 기준으로 매입일자부터 2회차 납부일까지 이자가 재계산됩니다. (단, 일부 할부상품 제외)"
해외에서 이용한 단기카드대출(현금서비스) 거래를 먼저 결제하고 싶어요.,해외에서 이용한 단기카드대출(현금서비스) 거래 금액을 결제일 이전에 선결제 할 수 있습니다. 이때 단기카드대출(현금서비스) 수수료는 해외거래 원화 청구금액에 이용일~입금일까지의 수수료가 청구되며 선결제 방법은 아래와 같습니다. 1. 홈페이지 1) 원하는 거래를 선택 후 완납 또는 부분납으로 결제 가능 2) 마이페이지 > 카드이용내역 > 이용금액결제 > 이용금액결제 > 이용건별 선결제 경로에서 선결제 가능 2. 고객센터 신한카드 고객센터(☎ 1544-7000) 상담원을 통해 자동이체 계좌에서 즉시 인출 가능 3. 가상계좌 입금 신한카드 고객센터(☎ 1544-7000) 상담원을 통해 가상계좌와 선결제 금액을 안내 받으신 후 입금해 주시면 원하는 거래로 선결제 처리됩니다. 참고사항 1. 홈페이지 및 상담원을 통한 즉시 선결제는 제휴 은행을 자동이체로 이용하시는 고객님에 한하여 이용 가능하며 통장 잔고 내에서 즉시 인출 됩니다. 2. 상담원과의 상의 없이 가상계좌로 입금하신 경우 선결제 원하는 거래 건으로 처리되지 않거나 자동이체 계좌로 자동 환불될 수 있으니 상담 후 이용 부탁 드립니다. 3. 단기카드대출(현금서비스) 선결제 시 부분납(일부 금액만 입금)하시는 경우는 수수료가 원금보다 우선 공제됩니다. 
가상계좌는 어디서 확인하고 신청할 수 있나요?,"가상계좌는 홈페이지/모바일(24시간) 및 고객센터(☎ 1544-7000, 영업일 오전 9시~오후 6시)를 통해 신청 및 조회할 수 있습니다. 1. 홈페이지, 모바일 1) 마이페이지 > 카드이용내역 > 이용금액 결제 > 가상계좌>신청/조회 2) 가상계좌는 신한, 농협, 국민, 우리, 하나, 기업, 부산, 경남은행 계좌로 제공되며 결제 순번별로 부여 3) 24시간 가상계좌 신청 가능 2. 고객센터 1) 전화(☎ 1544-7000) > 1 개인회원 > 주민등록번호 혹은 카드번호 인증 > 상담원 연결 2) 가상계좌 신청 및 상세 안내는 상담원을 통해 가능 3) 영업일 오전 9시~오후 6시까지 상담실 연결 가능 ※ 가상계좌 입금 시 예금주가 회원 본인 성명으로 조회 되는지 반드시 확인 바랍니다. 가상계좌 예금주 표기: 회원 본인이름(신한카드) 또는 신한카드(회원본인 이름) 참고사항 1. 카드 결제정보를 다르게 운영 중인 경우 각 카드에 맞는 가상계좌를 신청해야 하며 다른 카드의 가상계좌로 입금 시 원하는 상품으로 결제되지 않을 수 있으니 신한카드 상담원을 통해 정확한 가상계좌 및 입금 금액을 확인 후 이용 바랍니다. 2. 당월 카드대금이 산정되기 이전에 가상계좌로 입금 시 결제처리 되지 않을 수 있으니 반드시 고객센터(☎ 1544-7000)를 통해 처리 요청 및 확인바랍니다. 3. 가상계좌 입금 시 단기카드대출(현금서비스), 신판할부, 리볼빙 이용대금으로 선결제 처리를 원하는 경우 반드시 신한카드 고객센터(☎ 1544-7000)를 통해 처리 요청 및 확인 바랍니다. "
가상계좌 입금을 통한 카드대금 결제는 어떻게 하나요?,"가상계좌란 카드대금 결제를 위한 실물이 없는 입금전용계좌로 카드번호 기재없이 입금이 가능합니다. 무통장 입금과 CD기 이체, 인터넷 뱅킹으로 이용 가능하나 현금으로 CD기 입금은 불가하니 참고 바랍니다. 1. 가상계좌 부여 기준 1) 개인 신용카드 전 회원을 대상으로 정상 및 연체 구분 없이 부여 2) 가상계좌는 신한, 농협, 국민, 우리, KEB하나, 기업, 부산 경남은행 계좌로 제공되며 결제 순번별로 부여 2. 가상계좌 신청 및 조회 홈페이지/모바일(24시간) 및 고객센터(☎ 1544-7000, 영업일 오전 9시~오후 6시)를 통해 신청 및 조회할 수 있습니다. 3. 입금 기준 1) 가상계좌로 입금 즉시 실시간으로 입금 반영되며 타행 입금도 가능합니다. 2) 공휴일 입금도 가능하나 은행 사정에 따라 차이가 있을 수 있습니다. ※ 가상계좌 입금 시 예금주가 회원 본인 성명으로 조회되는지 반드시 확인 바랍니다. 가상계좌 예금주 표기: 회원 본인이름(신한카드) 또는 신한카드(회원본인 이름) 참고사항 1. 가상계좌 입금 시 은행에 따라 해당 은행이 부과하는 별도의 송금수수료를 부담하는 경우도 있습니다. 2. 자동이체 회원의 경우 결제 당일 또는 연체대금 입금 시 이중인출이 발생할 수 있으므로 입금 시 유의 바랍니다. 3. 특히 비제휴 은행인 금융CMS(홍콩상하이, 증권사(일부제외))자동이체 계좌로 이용하는 경우 결제일 전일 입금 시에도 이중인출이 발생할 수 있습니다. 4. 해외에서 가상계좌 송금 시 입금 반영시간 지연 등으로 인해 이용이 불가하니 양해 바랍니다. 5. 가상계좌를 통한 입금 시 아래의 내용에 해당되는 경우 반드시 신한카드 고객센터(☎ 1544-7000)를 통해 원하시는 상품으로 처리 요청해주시기 바랍니다. 1) 당월 결제금액 외 이용금액을 미리 납부하시는 경우 2) 리볼빙 결제 및 모기지론 이용 중이신 경우 3) 단기카드대출(현금서비스), 신판 할부 선결제를 원하시는 경우 4) 본인요청에 의한 카드별청구분리 서비스 이용 중이신 경우 5) 입금일 기준 D-1일 내에 다른 입금 경로를 통해 입금한 이력이 있는 경우 "
